"Nazwa kampanii","Nazwa zestawu reklam",Cel,"Status wyświetlania","Poziom wyświetlania",Zasięg,Wyświetlenia,Częstotliwość,"Ustawienie atrybucji","Typ wyniku",Wyniki,"Wydana kwota (PLN)","Koszt wyniku",Rozpoczęcie,Zakończenie,"Początek okresu raportowania","Koniec okresu raportowania"
"Remedium - Reklamy - LPV (budżet wewnętrzny) - nowa","Aktywni - Narzędzia - FB/IG – ADV+",LINK_CLICKS,not_delivering,adset,83355,486225,5.83318337,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",1568,6243,3.9815051,2024-01-28,"W toku",2025-01-01,2026-03-17
"[KL] Kursy sponsorowane [odtworzenie nagrania]","Kurs Immunologia i choroby układu oddechowego | listopad 2025 | Sandoz",OUTCOME_SALES,completed,adset,118294,533682,4.51148833,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia",Video_Play,2750,6097.58,2.21730182,2025-07-04,2025-12-31,2025-01-01,2026-03-17
"Remedium - Reklamy - Konwersje (rejestracje) - budżet wewnętrzny","Prospecting - Lekarze – nowe",CONVERSIONS,active,adset,72766,280396,3.85339307,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Ukończone rejestracje w witrynie",532,5231.31,9.83328947,2023-07-28,"W toku",2025-01-01,2026-03-17
"[KL] Kursy sponsorowane [odtworzenie nagrania]","Nowoczesne leczenie przeciwkrzepilwe | 30 września | [6-2025-Sandoz-Kurs przeciwkrzepliwy] – v2",OUTCOME_SALES,completed,adset,40623,391046,9.6262216,"Kliknięcia z 7 dni, wyświetlenia z 1 dnia lub wyświetlenia z 1 dnia przez zaangażowanych odbiorców",Video_Play,7008,5000,0.71347032,2025-10-02,2025-12-31,2025-01-01,2026-03-17
"Remedium - Obejrzenie video na stronie (budżet wewnętrzny)","04.11 - Remedium - FB/IG – Kurs Sandoz - kampania roczna",OUTCOME_SALES,inactive,adset,176547,499571,2.82967708,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia",Video_Play,2554,4437.7,1.73754894,2024-11-04,2025-11-03,2025-01-01,2026-03-17
"[KL] Konferencje klienckie [zapis na wydarzenie]","MKK 2025 | 14-15.04.2025 r.",OUTCOME_LEADS,completed,adset,76795,345211,4.49522755,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Spotkania zaplanowane w witrynie",519,4299.37,8.2839499,2025-03-11,2025-04-14,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","FB/IG - Poradnik | Migotanie przedsionków | 2025 | Adamed 224-2024",LINK_CLICKS,completed,adset,106738,403164,3.77713654,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",8409,4030,0.47924842,2025-02-04,2025-12-31,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","Poradnik | Niewydolność serca | 31.12.2025 | [238-2024 AZ Forxiga]",LINK_CLICKS,completed,adset,59012,402984,6.82884837,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",17922,3600,0.20087044,2025-06-16,2025-12-31,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","Poradnik | Przewlekła choroba nerek | 31.12.2025 | [238-2024 AZ Forxiga]",LINK_CLICKS,completed,adset,66456,367672,5.5325629,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",11391,3599.87,0.31602757,2025-06-16,2025-12-31,2025-01-01,2026-03-17
"[KL] Konferencje klienckie [zapis na wydarzenie]","WDKA 25 | 13-14.03",OUTCOME_LEADS,completed,adset,80875,420926,5.20464915,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Spotkania zaplanowane w witrynie",608,3499.93,5.75646382,2025-02-03,2025-03-13,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","Poradnik | Cukrzyca typu 2 | 31.12.2025 | [238-2024 AZ Forxiga]",LINK_CLICKS,completed,adset,43015,316200,7.3509241,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",11535,3499.9,0.30341569,2025-06-16,2025-12-31,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","Poradnik | Obniżenie nastroju | maj 2026 | [68-2025 Angelini Trittico]",LINK_CLICKS,active,adset,81095,385012,4.74766632,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",6693,3235.91,0.48347677,2025-06-05,2026-05-31,2025-01-01,2026-03-17
"Remedium - Katalog - Budżet wewnętrzny","Listy – konwersje - przejścia do kasy",OUTCOME_SALES,not_delivering,adset,75065,354732,4.72566442,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Zainicjowane przejścia do kasy w witrynie",22,3021.52,137.34181818,2023-08-16,"W toku",2025-01-01,2026-03-17
"[KL] Kursy sponsorowane [odtworzenie nagrania]","Nowoczesne leczenie przeciwkrzepilwe | 30 września | [6-2025-Sandoz-Kurs przeciwkrzepliwy]",OUTCOME_SALES,completed,adset,106185,250749,2.36143523,"Kliknięcia z 7 dni, wyświetlenia z 1 dnia lub wyświetlenia z 1 dnia przez zaangażowanych odbiorców","Przycisk obejrzyj",1043,2999.97,2.87628955,2025-07-07,2025-08-31,2025-01-01,2026-03-17
"Kursy Remedium [dodanie do koszyka/zakup]","Blackweek 2025",OUTCOME_SALES,completed,adset,15289,85297,5.57897835,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","AddToCart - Konwersja",69,2500,36.23188406,2025-11-25,2025-12-01,2025-01-01,2026-03-17
"Konferencje własne [zapis na wydarzenie]","PK w POZ diabetologia | 27.03.2025",OUTCOME_LEADS,completed,adset,64166,220891,3.44249291,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Spotkania zaplanowane w witrynie",1451,2499.63,1.72269469,2025-03-07,2025-03-24,2025-01-01,2026-03-17
"[KL] Kursy sponsorowane [odblokowanie dostępu do kursu]","hiperurykemia [129-2025 Egis - Kurs hiperurykemii]",OUTCOME_SALES,inactive,adset,24445,142036,5.81043158,"Kliknięcia z 7 dni, wyświetlenia z 1 dnia lub wyświetlenia z 1 dnia przez zaangażowanych odbiorców",,,2489.59,,2025-11-07,2026-03-02,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","FB - Poradnik | Nadciśnienie tętnicze | 31.12 | [71-2025 BauschHealth - Bisocard Nebispes]",LINK_CLICKS,completed,adset,58609,244962,4.17959699,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",3550,2379.88,0.67038873,2025-04-17,2025-12-31,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","FB - Poradnik | RZS | całoroczne | [231-2024 Sandoz Kostarox] – budżet całkowity",LINK_CLICKS,completed,adset,41717,199635,4.78545917,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",3955,2299.99,0.58153982,2025-05-16,2025-12-31,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","Poradnik | ostre zespoły wieńcowe |  [128-2025 BauschHealth Ecugra]",LINK_CLICKS,completed,adset,159595,422373,2.64653028,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",9596,2298.98,0.23957691,2025-09-22,2026-02-28,2025-01-01,2026-03-17
"Konferencje własne [zapis na wydarzenie]","PKwPOZ- dermatologia",OUTCOME_LEADS,completed,adset,21426,114899,5.36259684,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Spotkania zaplanowane w witrynie",657,2200,3.34855403,2025-11-25,2025-12-10,2025-01-01,2026-03-17
"Konferencje własne [zapis na wydarzenie]","PKwPOZ- kardiologia",OUTCOME_LEADS,completed,adset,27447,141109,5.14114475,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Spotkania zaplanowane w witrynie",1166,2199.94,1.88674099,2025-11-24,2025-12-05,2025-01-01,2026-03-17
"Konferencje własne [zapis na wydarzenie]","Specjalista w praktyce: pediatria 15.12",OUTCOME_LEADS,completed,adset,22573,135439,6.0000443,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Spotkania zaplanowane w witrynie",1205,2199.7,1.82547718,2025-11-26,2025-12-15,2025-01-01,2026-03-17
"[KL] Kursy sponsorowane [odblokowanie dostępu do kursu]","Nadciśnienie tętnicze | lekarze z PWZ",OUTCOME_SALES,completed,adset,43925,137765,3.13636881,"Kliknięcia z 7 dni, wyświetlenia z 1 dnia lub wyświetlenia z 1 dnia przez zaangażowanych odbiorców","Przycisk obejrzyj",200,2123.74,10.6187,2025-03-25,2025-09-30,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","FB - Kalkulator | różnice pomiędzy preparatami NLPZ  | 1.01-31.12 | 194-2024 Sandoz - Ketonal",LINK_CLICKS,completed,adset,78777,389494,4.94426038,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",5541,2120.75,0.38273777,2024-12-30,2025-12-28,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","FB/IG - Kalkulator | Ocena ryzyka sercowo-naczyniowego | całoroczny | [34-2025-TZF-poradniki]",LINK_CLICKS,completed,adset,49476,222460,4.49632145,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",3226,2000,0.6199628,2025-04-15,2025-12-31,2025-01-01,2026-03-17
"[KL] Webinary klienckie [zapis na wydarzenie]","Cetyryzyna w XXI wieku | 21.03.2025 r.",OUTCOME_LEADS,completed,adset,42716,146265,3.42412679,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Spotkania zaplanowane w witrynie",483,2000,4.14078675,2025-03-10,2025-03-21,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","Poradnik | Zakrzepica żył głębokich | 31.12.2025 | [236-2025-Alfasigma-VesselDue]",LINK_CLICKS,completed,adset,46070,177956,3.86273063,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",3680,1999.92,0.54345652,2025-06-17,2025-12-31,2025-01-01,2026-03-17
"Narzędzia/funkcje Remedium [aktywność w narzędziu]","Egzamin LEK | studenci od 6 roku i stażyści",OUTCOME_SALES,completed,adset,35663,161372,4.52491378,"Kliknięcia z 7 dni",Rozpoczecie_testu,74,1999.89,27.02554054,2025-01-11,2025-02-20,2025-01-01,2026-03-17
"Nagrania konferencji własnych [odtworzenie nagrania na Remedium]","PKwPOZ - infekcje, szczepienia, antybiotykoterapia - terapia sekwencyjna",OUTCOME_SALES,completed,adset,27592,143608,5.20469701,"Kliknięcia z 7 dni",Video_Play,908,1999.88,2.20251101,2025-09-25,2025-12-31,2025-01-01,2026-03-17
"Konferencje własne [zapis na wydarzenie]","PK w POZ pediatria | 06.03.2025",OUTCOME_LEADS,completed,adset,38744,246596,6.36475325,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Spotkania zaplanowane w witrynie",1131,1999.67,1.76805482,2025-02-17,2025-03-06,2025-01-01,2026-03-17
"Konferencje własne [zapis na wydarzenie]","Pierwsze kroki w POZ - psychiatria, neurologia, ból | 02.10.2025",OUTCOME_LEADS,completed,adset,42108,171605,4.07535385,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Spotkania zaplanowane w witrynie",560,1900,3.39285714,2025-09-15,2025-10-28,2025-01-01,2026-03-17
"Konferencje własne [zapis na wydarzenie]","Pierwsze kroki w POZ - gastroenterologia | 20.11.2025",OUTCOME_LEADS,completed,adset,31368,155359,4.95278628,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Spotkania zaplanowane w witrynie",556,1899.97,3.41721223,2025-10-30,2025-11-20,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","Interaktywne case study | Pacjent z cukrzycą typu 2 | 18.09.25 | [238-2024 AZ Forxiga]",LINK_CLICKS,completed,adset,61764,181271,2.93489735,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",2930,1849.92,0.63137201,2025-08-21,2025-10-15,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","Poradnik | Stłuszczeniowa choroba wątroby | 15.05.2026 r. | [81-2025 BauschHealth Ursopol/Heparegen] – kopia",LINK_CLICKS,active,adset,48958,203830,4.16336452,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",2825,1832.92,0.64882124,2025-10-13,2026-05-31,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","FB - Poradnik | Zapalenie ucha środkowego | całoroczne | [38-2025 Sandoz]",LINK_CLICKS,completed,adset,40392,193140,4.78163993,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",1866,1706.7,0.91463023,2025-03-14,2025-12-28,2025-01-01,2026-03-17
"[KL] Kursy sponsorowane [odtworzenie nagrania]","Kurs Nadciśnienie tętnicze | wrzesień 2025 | [111-2024 Servier]",OUTCOME_SALES,completed,adset,41509,107400,2.58739069,"Kliknięcia z 7 dni, wyświetlenia z 1 dnia lub wyświetlenia z 1 dnia przez zaangażowanych odbiorców","Przycisk obejrzyj",91,1699.98,18.6810989,2025-07-04,2025-09-30,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","Praktyka kliniczna | Pacjent z zespołem metabolicznym | 31.05 | [18-2025 Egis]",LINK_CLICKS,completed,adset,50954,138009,2.70850179,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",1193,1599.74,1.34093881,2025-05-16,2025-07-21,2025-01-01,2026-03-17
"Remedium - Reklamy - Konwersje (rejestracje) - budżet wewnętrzny","Prospecting - Studenci medycyny - ogólna",CONVERSIONS,not_delivering,adset,45798,156842,3.42464736,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Ukończone rejestracje w witrynie",62,1562.97,25.20919355,2024-01-28,"W toku",2025-01-01,2026-03-17
"Remedium - Reklamy - Konwersje (rejestracje) - budżet wewnętrzny","Prospecting - Studenci medycyny 1-3",CONVERSIONS,not_delivering,adset,37316,163204,4.3735663,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Ukończone rejestracje w witrynie",41,1562.13,38.10073171,2024-01-28,"W toku",2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","Interaktywne case study | Polekowe uszkodzenie przełyku | 08.08 | [104-2025 Egis Kaldyum]",LINK_CLICKS,completed,adset,38800,122264,3.15113402,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",1286,1500,1.16640747,2025-07-14,2025-10-15,2025-01-01,2026-03-17
"[KL] Webinary klienckie [zapis na wydarzenie]","Mikrobiom pod lupą | 25.03.2025",OUTCOME_LEADS,completed,adset,47567,135699,2.85279711,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Spotkania zaplanowane w witrynie",292,1500,5.1369863,2025-03-14,2025-03-25,2025-01-01,2026-03-17
"[KL] Wideo/podcasty klienckie [odtworzenie nagrania na Remedium]","5 minut o leku | 29.04.2025 | [18-2025 Egis]",OUTCOME_SALES,completed,adset,38453,127041,3.30379944,"Kliknięcia z 7 dni",Video_Play,337,1499.97,4.45094955,2025-03-31,2025-06-30,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","Interaktywne case study | 41-letnia pacjentka z obniżeniem nastroju | 30.09 | [68-2025 Angelini Trittico]",LINK_CLICKS,completed,adset,97037,165335,1.70383462,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",1936,1499.89,0.77473657,2025-09-02,2025-10-31,2025-01-01,2026-03-17
"[KL] Wideo/podcasty klienckie [odtworzenie nagrania na Remedium]","Trudne decyzje | 1.09 | [73-2025 Egis Milurit]",OUTCOME_SALES,completed,adset,81175,217288,2.67678472,"Kliknięcia z 7 dni",Video_Play,243,1499.87,6.17230453,2025-08-04,2025-09-30,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","Wywiad z KOL'em | 6 najważniejszych aspektów przy suplementacji w endometriozie | 31.08 | [122-2025 Bayer Dicoflor]",LINK_CLICKS,completed,adset,99090,195117,1.96908871,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",2287,1499.85,0.65581548,2025-08-21,2025-10-25,2025-01-01,2026-03-17
"[KL] Webinary klienckie [zapis na wydarzenie]","Nie każdy katar to alergia | 04.04",OUTCOME_LEADS,completed,adset,48084,136332,2.83528825,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Spotkania zaplanowane w witrynie",233,1499.84,6.43708155,2025-03-26,2025-04-04,2025-01-01,2026-03-17
"Treści własne [wyświetlenie strony docelowej]","vod webinaru  | 30.09 | 235-2024 Exeltis Bonjesta",LINK_CLICKS,completed,adset,70395,158600,2.25300092,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",1774,1499.67,0.84536077,2025-08-26,2025-10-31,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","Poradnik | Niedoczynność i nadczynność tarczycy | 31.12.25 | [142-2025 Merck]",LINK_CLICKS,completed,adset,23218,107797,4.64282023,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",2932,1499.67,0.51148363,2025-08-21,2025-12-31,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","vod webinaru  | 18.09.25 | [68-2025 Angelini Trittico]",LINK_CLICKS,completed,adset,59996,146497,2.44177945,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",1326,1499.58,1.13090498,2025-08-21,2025-10-10,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","FB - Przypadek kliniczny | Nieprawidłowo leczona hiperurykemia | 30.06 |  [18-2025 Egis]",LINK_CLICKS,completed,adset,46680,172393,3.69308055,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",1556,1498.4,0.96298201,2025-06-03,2025-07-21,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","Poradnik | Choroba refluksowa przełyku | 31.12.25 | [55-Promed-Proki-2025]",LINK_CLICKS,completed,adset,93046,250966,2.69722503,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",11793,1479.92,0.12549139,2025-07-16,2025-12-31,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","Artykuł | Terapia cukrzycy typu 2 w Polsce – między inercją terapeutyczną a potencjałem flozyn | 18.09.25 | [238-2024 AZ Forxiga]",LINK_CLICKS,completed,adset,97718,186040,1.90384576,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",3776,1456.16,0.38563559,2025-08-21,2025-09-30,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","FB - Poradnik | Półpasiec | 02.2025-01.2026 | 20-2025 HascoLek",LINK_CLICKS,completed,adset,50283,174899,3.47829286,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",2467,1399.94,0.56746656,2025-02-28,2026-01-31,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","Poradnik | Stłuszczeniowa choroba wątroby | 15.05.2026 r. | [81-2025 BauschHealth Ursopol/Heparegen]",LINK_CLICKS,completed,adset,52004,137022,2.63483578,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",3354,1391.04,0.41474061,2025-05-25,2025-09-30,2025-01-01,2026-03-17
"[KL] Nagrania webinarów klienckich  [odtworzenie nagrania na Remedium]","VOD | Immunoprofilaktyka w praktyce POZ | [171-2025 Medezin]",OUTCOME_SALES,completed,adset,16303,68557,4.20517696,"Kliknięcia z 7 dni",Video_Play,297,1349.99,4.54542088,2025-11-12,2026-01-31,2025-01-01,2026-03-17
"Konferencje własne [zapis na wydarzenie]","Pierwsze kroki w POZ - infekcje, szczepienia, antybiotykoterapia | 05.09.2025",OUTCOME_LEADS,inactive,adset,51690,97009,1.87674599,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Spotkania zaplanowane w witrynie",259,1311.11,5.06220077,2025-07-16,2025-09-05,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","Interaktywne case study | Grzybica fałdów skóry | 20.07 | [64-2025 LeoPharm]",LINK_CLICKS,completed,adset,41680,107425,2.57737524,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",755,1299.54,1.72124503,2025-06-16,2025-08-16,2025-01-01,2026-03-17
"Narzędzia/funkcje Remedium [wyświetlenie strony docelowej]","Mapa rezydentur Stories - opinie  | grupa szeroka",LINK_CLICKS,not_delivering,adset,21780,88227,4.05082645,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",562,1241.1,2.20836299,2025-03-11,"W toku",2025-01-01,2026-03-17
"[KL] Nagrania webinarów klienckich  [odtworzenie nagrania na Remedium]","vod webinaru  | 31.07 | 79-2025 Biofarm Proaxon",OUTCOME_SALES,completed,adset,24551,103762,4.22638589,"Kliknięcia z 7 dni",Video_Play,290,1211.13,4.17631034,2025-07-09,2025-08-31,2025-01-01,2026-03-17
"[KL] Webinary klienckie [zapis na wydarzenie]","ANN | 24.04.2025 r.",OUTCOME_LEADS,completed,adset,37545,117153,3.1203356,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Spotkania zaplanowane w witrynie",100,1200,12,2025-04-13,2025-04-24,2025-01-01,2026-03-17
"[KL] Wideo/podcasty klienckie [odtworzenie nagrania na Remedium]","Medyczne espresso Zakrzepica żył  | 07.06 | [49-2025 Techdow Neoparin]",OUTCOME_SALES,completed,adset,58123,149722,2.575951,"Kliknięcia z 7 dni",Video_Play,322,1199.83,3.72618012,2025-05-13,2025-07-09,2025-01-01,2026-03-17
"[KL] Konferencje klienckie [zapis na wydarzenie]","WDKA 26",OUTCOME_LEADS,completed,adset,16469,76561,4.64879471,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Spotkania zaplanowane w witrynie",347,1199.74,3.45746398,2026-02-04,2026-03-05,2025-01-01,2026-03-17
"[KL] Webinary klienckie [zapis na wydarzenie]","Depresja w gabinecie POZ | 30.07 | [68-2025 Angelini Trittico]",OUTCOME_LEADS,completed,adset,45853,124207,2.70880858,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Spotkania zaplanowane w witrynie",189,1199.21,6.34502646,2025-07-07,2025-07-30,2025-01-01,2026-03-17
"[KL] Webinary klienckie [zapis na wydarzenie]","Przewlekły ból u osób w wieku podeszłym | 11.06.2025 | [44-2025-Stada-przeciwbolowe]",OUTCOME_LEADS,completed,adset,34894,102260,2.93058979,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Spotkania zaplanowane w witrynie",152,1100,7.23684211,2025-05-29,2025-06-11,2025-01-01,2026-03-17
"[KL] Wideo/podcasty klienckie [odtworzenie nagrania na Remedium]","5 minut o leku Allopurynol | 14.06 | [18-2025 Egis]",OUTCOME_SALES,completed,adset,28556,88760,3.10827847,"Kliknięcia z 7 dni",Video_Play,245,1100,4.48979592,2025-05-16,2025-06-30,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","Interaktywne case study | Pacjent z pogorszeniem toleracji wysiłku | 20.06 | [213-2024-grindeks]",LINK_CLICKS,completed,adset,27803,95580,3.43775852,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",857,1099.93,1.28346558,2025-05-25,2025-07-09,2025-01-01,2026-03-17
"[KL] Webinary klienckie [zapis na wydarzenie]","Żelazo - zmieniamy zasady gry w praktyce [170-2025 Medezin]",OUTCOME_LEADS,completed,adset,21615,66719,3.08669905,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Spotkania zaplanowane w witrynie",384,1099.9,2.86432292,2025-11-18,2025-11-27,2025-01-01,2026-03-17
"Kursy Remedium [dodanie do koszyka/zakup]","Przeziębieniologia w POZ | stażyści, lekarze rodzinni, POZ",OUTCOME_SALES,completed,adset,25250,84090,3.33029703,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","AddToCart - Konwersja",36,1099.86,30.55166667,2025-04-18,2025-11-21,2025-01-01,2026-03-17
"[KL] Konferencje klienckie [zapis na wydarzenie]","PKwPOZ -Diabetologia 2026",OUTCOME_LEADS,active,adset,17168,63552,3.70177074,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Spotkania zaplanowane w witrynie",512,1094.15,2.13701172,2026-03-03,2026-03-19,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","Praktyka kliniczna | Pacjentka z kontaktowym zapaleniem skóry | 04.06 | [63-2025 LeoPharm Advantan]",LINK_CLICKS,completed,adset,32188,81668,2.53721884,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",471,1000,2.12314225,2025-05-16,2025-08-03,2025-01-01,2026-03-17
"[KL] Treści klienckie [wyświetlenie strony docelowej]","Praktyka kliniczna | Zakrzepica żył głębokich u młodego pacjenta | 20.07 | [49-2025 Techdow Neoparin]",LINK_CLICKS,completed,adset,41036,95023,2.31560094,"Kliknięcia z 7 dni lub wyświetlenia z 1 dnia","Wyświetlenia strony docelowej",1230,1000,0.81300813,2025-07-03,2025-09-19,2025-01-01,2026-03-17
"[KL] Wideo/podcasty klienckie [odtworzenie nagrania na Remedium]","Medyczne espresso - Zalecenia w leczeniu GERD: prokinetyk jako kluczowy element terapii skojarzonej | 31.08 | [55-2025-Promed-Prokit]",OUTCOME_SALES,completed,adset,22235,92274,4.14994378,"Kliknięcia z 7 dni",Video_Play,314,1000,3.18471338,2025-08-04,2025-08-31,2025-01-01,2026-03-17
"[KL] Nagrania webinarów klienckich  [odtworzenie nagrania na Remedium]","VOD | Trudne decyzje w terapii dny moczanowej | 31.10.2025 | [73-2025 Egis Milurit]",OUTCOME_SALES,completed,adset,15770,59963,3.80234623,"Kliknięcia z 7 dni",Video_Play,186,1000,5.37634409,2025-10-15,2025-10-31,2025-01-01,2026-03-17
"[KL] Nagrania webinarów klienckich  [odtworzenie nagrania na Remedium]","VOD | 5 minut o zelazie sukrosomalnym [171-2025 Medezin Sideral]",OUTCOME_SALES,completed,adset,18361,62036,3.37868308,"Kliknięcia z 7 dni",Video_Play,431,1000,2.32018561,2025-11-28,2026-01-31,2025-01-01,2026-03-17
"[KL] Wideo/podcasty klienckie [odtworzenie nagrania na Remedium]","Medyczne espresso - choroba naczyń kończyn dolnych | 31.08 | [236-2024-Alfasigma-VesselDue]",OUTCOME_SALES,completed,adset,24732,94710,3.82945172,"Kliknięcia z 7 dni",Video_Play,310,1000,3.22580645,2025-07-21,2025-08-31,2025-01-01,2026-03-17
"[KL] Nagrania webinarów klienckich  [odtworzenie nagrania na Remedium]","VOD | Zelazo - mieniamy zasady gry w POZ [170 -2025 Medezin Sideral]",OUTCOME_SALES,completed,adset,23674,87910,3.71335642,"Kliknięcia z 7 dni",Video_Play,557,1000,1.79533214,2025-12-15,2026-01-31,2025-01-01,2026-03-17
